#NIVEAU
#NOMBRE_MONSTRE 10
1200	1200
1491	1200
3017	1072
5187	1200
7378	1130
8176	1200
8645	1200
9128	1130
10171	1140
11613	1072
#LIGNE 25
#COLONNE 200
6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	13	14	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	19	6	6	6	13	14	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	
6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	6	6	6	6	13	14	6	6	6	6	6	6	19	6	13	14	6	6	6	6	6	6	6	6	6	6	19	6	6	6	13	14	6	19	19	19	6	6	6	6	6	6	13	14	6	19	19	19	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	19	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	6	6	6	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	6	6	6	26	27	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	19	19	19	13	14	6	6	6	6	19	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	19	19	19	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	13	14	6	6	6	6	6	6	6	6	6	6	
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	10	10	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	3	10	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	12	12	12	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	6	6	6	6	6	10	3	6	6	6	13	14	6	6	6	6	6	6	3	6	10	10	6	19	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	19	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	3	10	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	10	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	
6	6	6	6	6	6	6	6	6	3	6	10	10	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	12	6	6	6	6	6	6	6	6	6	6	24	1	1	1	25	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	6	6	6	6	6	10	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	6	6	6	6	12	12	6	6	6	6	6	10	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	6	6	6	6	6	6	24	1	1	1	25	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	12	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	12	6	6	6	6	6	6	6	6	6	6	6	6	19	6	
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	6	6	6	6	6	10	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	
6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	19	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	12	12	13	14	6	6	6	10	3	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	12	12	12	6	6	6	13	14	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	12	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	6	19	6	
6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	15	15	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	4	3	6	15	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	12	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
6	6	6	6	6	6	19	6	6	6	19	6	6	6	4	3	6	15	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	24	1	25	6	6	6	6	3	6	6	6	6	19	6	10	6	19	6	24	1	1	25	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	6	6	6	24	1	25	6	6	6	6	6	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	19	6	6	6	6	6	6	12	6	13	14	6	6	6	6	6	19	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	
6	13	14	6	6	6	19	6	6	6	19	6	6	6	24	1	1	25	6	6	6	6	6	6	6	6	6	13	14	6	10	3	6	6	5	5	5	6	6	6	24	25	10	6	6	6	6	6	12	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13	14	6	19	6	6	6	6	6	6	6	6	6	13	14	6	6	6	6	6	6	6	19	6	6	6	13	14	6	6	6	6	6	6	6	6	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	24	1	25	6	6	6	6	6	6	13	14	6	6	6	6	19	19	19	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	19	6	6	6	6	19	6	6	6	19	6	6	6	6	6	6	6	6	13	14	6	6	6	6	19	6	
6	6	6	6	6	6	12	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	12	6	6	5	5	5	6	6	6	5	5	1	25	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	24	1	25	6	6	6	6	6	4	2	6	6	6	6	6	19	19	6	6	6	19	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	6	19	19	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	19	19	6	19	19	6	6	6	19	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	
6	6	6	6	6	6	12	7	7	7	12	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19	6	6	6	6	6	5	5	5	6	6	6	6	5	5	5	25	10	6	6	2	15	16	2	4	6	6	6	6	6	6	6	19	6	6	6	6	6	7	7	6	19	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12	6	6	6	6	6	6	6	12	12	6	6	6	6	6	6	6	6	6	6	24	1	25	6	6	6	6	6	19	6	6	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	10	6	6	6	6	6	12	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	10	6	6	6	6	6	12	6	6	6	19	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
